Song Title,Lyrics
Feelin’ Way Too Damn Good,"I missed you so much that I begged you to fly and see me
You must've broke down 'cause you finally said that you would
But now that you're here, I just feel like I'm constantly dreaming
'Cause something's gotta go wrong 'cause I'm feelin' way too damn good
For 48 hours, I don't think that we left my hotel room
(Left my hotel room)
Should show you the sights 'cause I'm sure that I said that I would
(I said that I would)
We gotta make love just one last time in the shower
Well, something's gotta go wrong 'cause I'm feelin' way too damn good
And it's like, every time I turn around
I fall in love and find my heart face down and
Where it lands is where it should (Oooh)
This time it's like
The two of us should probably start to fight
'Cause something's gotta go wrong, 'cause I'm feelin' way too damn good, oh
Feelin' way too damn good
Sometimes I think best if left in the memory
(Left in the memory)
It's better kept inside than left for good
(Than left for good)
Looking back each time they tried to tell me
Well, something's gotta go wrong, 'cause I'm feelin' way too damn good
And it's like, every time I turn around
I fall in love and find my heart face down and
Where it lands is where it should (Oooh)
This time it's like
The two of us should probably start to fight
'Cause something's gotta go wrong, 'cause I'm feelin' way too damn good, oh, oh
Feelin' way too damn good, ooh
(This is the final boarding call for flight two-one-four, destination Los Angeles)
I missed you so much that I begged you to fly and see me
(To fly and see me)
You must've broke down 'cause you finally said that you would
(You said that you would)
But now that you're here, I just feel like I'm constantly dreaming
'Cause something's gotta go wrong 'cause I'm feelin' way too damn good
And it's like, every time I turn around
I fall in love and find my heart face down and
Where it lands is where it should (Ohhh)
This time it's like
The two of us should probably start to fight
'Cause something's gotta go wrong, 'cause I'm feelin' way too damn good, oh, oh
Feelin' way too damn good
(I missed you so much that I begged you to fly and see me)
Feelin' way too damn good
(I missed you so much that I begged you to fly and see me)"
Because of You,"Hands on the mirror, can't get much clearer
Can't make this all go away
Now that you're bleeding, you stare at the ceiling
Watch as it all fades away
From what you do, because of you
You know I can't be there
Each time that you call
I swore not to come, but I'm here after all
I know by the look that I see in your eye
I won't stand around and I won't watch you die
From what you do, because of you
What you do, what you do
What's become of you?
What you do, what you do
What's become of?
Now that you did this, you ask for forgiveness
Doctor, could you be my priest?
You say you're mistaken, but look what you've taken
You laugh as you lie through your teeth
From what you do, because of you
You know I can't be there
Each time that you call
I swore not to come, but I'm here after all
I know by the look that I see in your eye
I won't stand around and I won't watch you die
From what you do, because of you
What you do, what you do
What's become of you?
What you do, what you do
What's become of?
From what you do
Hands on the mirror, can't get much clearer
Can't make this all go away
Now that you're bleeding, you stare at the ceiling
Watch as it all fades away
What you do, what you do
What's become of you?
From what you do, because of you
You know I can't be there
Each time that you call
I swore not to come, but I'm here after all
I know by the look that I see in your eye
I won't stand around and I won't watch you die
From what you do, because of you
What you do, what you do
What's become of you?
What you do, what you do
What's become of?"
Leader of Men,"Tell your friends not to think aloud
Until they swallow
Whisper things into my brain
Your voice sounds so hollow
I am not a leader of men
Since I prefer to follow
Do you think I could have a drink
Since it's so hard to swallow?
So hard to swallow
So turn the television off
And I will sing a song
And if you suddenly have the urge
You can sing along
I touch your hand, I touch your face
I think the fruit is rotten
Give me lessons on how to breathe
Because I think I've forgotten
I think I've forgotten
One day, out to a cliff
That overlooks the water
I jumped in to save a girl
It was somebody's daughter
And now the ring that's on my hand
It was given to me by her
And to this day we all sit around
And dream of ways to get higher
To get much higher
Tell your friends not to think aloud
Until they swallow
Whisper things into my brain
Your voice sounds so hollow
I am not a leader of men
Since I prefer to follow
Do you think I could have a drink
Since it's so hard to swallow?
So hard to swallow"
High Time,"Same old, same town
Going nowhere
Need a brand new view in front of me
Don't need no map, no need to pack
And don’t care much if we come back
Sitting still just wasn't meant for me
Some folks just go straight and narrow
Turns out that life ain't right for me
'Cause every time we cross state lines
The grass we find on the other side
Always seems to twist up twice as green (Hey!)
Well it's high time you and I got rollin'
Some place else we just gotta be
That beat up van I bought you thought was stolen
Looked like hell but felt like home to me
Strummin’, thumpin’ on the dashboard
Purple haze makes it hard to see
Two rearview dice, three friends of mine
And four bald tires still rollin' right
Taste of inspiration's all we need (Hey!)
Well it's high time you and I got rollin' (Like a rollin' stone)
Some place else we just gotta be
That beat up van I bought you thought was stolen (Ain't been stolen long)
Looked like hell but felt like home to me
Eagles got us down to California (Song's we're singing on)
Beach Boys got us surfin' on the sea
We got stoned goin' up to Colorado (We been smokin' on)
And couldn't see the forest for the trees
Better take a picture
'Cause, baby, I can betcha that we won't be 'round here for long
Freedom train keeps movin' on
Stoppin' off and take it slow
Top it off when we get low
Only way that this can last
If you got ass, the grass, or gas
Clappin', tappin'
Get your groove on
Front seat drums and backseat harmonies
When we drive by your countryside
Stick out your thumb if you need a ride
No one knows just where this road will lead (Hey!)
Well it's high time you and I got rollin' (Like a rollin' stone)
Some place else we just gotta be
That beat up van I bought you thought was stolen (Ain't been stolen long)
Looked like hell but felt like home to me (Woo!)
Eagles got us down to California (Song's we're singing on)
Beach Boys got us surfin' on the sea
We got Rocky Mountain high in Colorado (We been smokin' on)
And couldn't see the forest for the trees"
Flat on the Floor,"Not like I need to depend upon anyone
Since I can see the lack of need for me to be here at all
One more anthem for the know-it-all
I won't be standing up for long
I better learn how to crawl
Learn how to crawl
In ten minutes I'll be laying out flat on the floor
Like I need to defend my own innocence
So what, I did it, I admit it, and I'm pleading the 5th
One more anthem for the know it all
I won't be standing up for long
I better learn how to crawl
Learn how to crawl
In ten minutes, I'll be laying out flat on the floor
Eight minutes from losing it a little bit
Five minutes, your description might be starting to fit
Three to go and I'm forgetting all that I've ever known
I won't be standing up for long
I better learn how to crawl
Not like I need to depend upon anyone
Since I can see the lack of need for me to be here at all
One more anthem for the know it all
I won't be standing up for long
I better learn how to crawl
Learn how to crawl
In ten minutes I'll be laying out flat on the floor
I can't stand up at all
Can't see nothing at all
In ten minutes I'll be laying out flat on the floor"
Woke Up This Morning,"I paid my last respects this mornin' on an early grave
Already said goodbye, nothin' left to say
A tiny church a tiny town and not a tear was spent
Not how I wanted it, I'm hating all of this
Well, I'm hating, all of this
I'm hating, all of this
All of this, all of this
Now I know why, I hide my love from you somedays
No, I don't mind keeping this bottled inside me
You came along, and tore this wall down around me
Looks like you found me
Now I know why
I felt like shit when I woke up this morning
I've been a loser all my life, I'm not about to change
If you don't like it, there's the door, nobody made you stay
There ain't a woman on the planet who can deal with it
Just how I wanted it, I'm hating all of this
Well, I'm hating, all of this
I'm hating, all of this
All of this, all of this
Now I know why, I hide my love from you somedays
No I don't mind keeping this bottled inside me
You came along, and tore this wall down around me
Looks like you found me
Now I know why
I felt like shit when I woke up this morning
All of this, all of this
Now I know why, I hide my love from you somedays
No, I don't mind keeping this bottled inside me
You came along, and tore this wall down around me
Looks like you found me
Now I know why
I felt like shit when I woke up this morning"
Just One More,"Tell me, Lord, where'd my little angel go?
'Cause I'm down here alone
If you got room for just one more
Just one more
All the stars (All the stars)
Are burning out on me
There's a hotel in the clouds
The sign says ""No vacancy""
From the top (From the top)
Of my lungs, I start to scream
From the bottom of my heart
Why aren't you still here with me? Oh
Tell me, Lord, where'd my little angel go?
'Cause I'm down here alone
If you got room for just onе more
Just one more
Tеll me, Lord, where'd my little angel go?
'Cause I'm down here alone
If you got room for just one more
Just one more
Just one more
Wake me up (Wake me up)
Help me understand
Why I'm here all by myself
With these feathers in my hand
If there's a way (If there's a way)
To lean a ladder on the moon
I would climb up there tonight
Just so I could be with you, oh
Tell me, Lord, where'd my little angel go?
'Cause I'm down here alone
If you got room for just one more
Just one more
Tell me, Lord, where'd my little angel go?
'Cause I'm down here alone
If you got room for just one more
Just one more
Just one more
Just one more
Won't stop 'til we're eye to eye ('Til we're eye to eye)
Tell me where to sign on the dotted line (On the dotted line)
I won't stop 'til we're eye to eye
Even if it means I gotta give my life
Tell me where to sign on the dotted line
Heaven, if you hear me, give me back what's mine
Tell me, Lord, where'd my little angel go?
'Cause I'm down here alone
If you got room for just one more
Just one more
Tell me, Lord, where'd my little angel go?
'Cause I'm down here alone
If you got room for just one more
Just one more
Won't stop 'til we're eye to eye
Even if it means I gotta give my life (Just one more)
Tell me where to sign on the dotted line
Heaven, if you hear me, give me back what's mine (Just one more)
(Just, just)
Just one more
(Just, just)
Just one more"
Do This Anymore,"Left on an eastbound train, gone first thing this morning
Why's what's best for you, always the worst thing for me?
When am I gonna learn? Why? 'Cause I'm tired of hating
When will it be your turn? Why? 'Cause I'm tired of waiting
No, I don't, no I don't, no I don't
Well no, I don't find faith in your forced feelings
Not fooled by your misleadings
Won't buy this line your selling
Tired of this lie your telling
I won't, I don't, no, I won't do this anymore
I won't, I don't, no, I won't do this anymore
She says I'm only tellin' half of it
That's probably because there's only half worth tellin'
And every time I try to laugh it off
That's when you turn around and wind up yellin'
When am I gonna learn? Why? 'Cause I'm tired of hating
When will it be your turn? Why? 'Cause I'm tired of waiting
No, I don't, no I don't, no I don't
Well no, I don't find faith in your forced feelings
Not fooled by your misleadings
Won't buy this line your selling
Tired of this lie your telling
I won't, I don't, no, I won't do this anymore
I won't, I don't, no, I won't do this anymore
She says I'm only tellin' half of it
That's probably because there's only half worth tellin'
And every time I try to laugh it off
That's when you turn around and wind up yellin'
When am I gonna learn? Why? 'Cause I'm tired of hating
When will it be your turn? Why? 'Cause I'm tired of waiting
No, I don't, no I don't, no I don't
Well no, I don't find faith in your forced feelings
Not fooled by your misleadings
Won't buy this line your selling
Tired of this lie your telling
I won't, I don't, no, I won't do this anymore
I won't, I don't, no, I won't do this anymore"
Someone That You’re With,"I reside in 209, you're in 208
You moved in last Friday night
And I just couldn't wait
So I tried to call across the hall
To ask you out someday
But a lineup formed outside your door, and I was way too late
Well, I'd rather start off slow
This whole thing's like some sort of race
Instead of winning what I want, I'm sitting here in second place
Because somewhere, the one I wanna be with's with somebody else
Oh God, I wanna be that someone that you're with
(I wanna be that someone that you're with)
And I can talk about it all day long 'till I run out of breath
But I still wanna be that someone that you're with
(I've got to be that someone that you're with)
And I'm pacing by the phone
'Cause I hate to be alone
And if you're out there with him somewhere and just about to kiss
God, I wanna be that someone that you're with
Well, I hear your favorite songs you sing along with everyday
And I borrow things that I don't need for conversation sake
Last night I heard your key, it hit your lock at 4 AM
Instead of being out with me, you must be out with them
Well, I'd rather start off slow
This whole thing's like some sort of race
Instead of winning what I want, I'm sitting here in second place
Because somewhere, the one I wanna be with's with somebody else
Oh God, I wanna be that someone that you're with
(I wanna be that someone that you're with)
And I can talk about it all day long 'till I run out of breath
But I still wanna be that someone that you're with
(I've got to be that someone that you're with)
And I'm pacing by the phone
'Cause I hate to be alone
And if you're out there with him somewhere and just about to kiss
God, I wanna be that someone that you're with
Because somewhere, the one I wanna be with's with somebody else
Oh God, I wanna be that someone that you're with
And I can talk about it all day long 'till I run out of breath
But I still wanna be that someone that you're with
(I've got to be that someone that you're with)
And I'm pacing by the phone
'Cause I hate to be alone
And if you're out there with him somewhere and just about to kiss
But God, I got to be that someone that...
I wanna be that someone that...
I've got to be that someone that you're with"
Saturday Night’s Alright (For Fighting),"It's getting late, I haven't seen my date
So tell me when the boys get here
It's seven o'clock and I wanna rock
Wanna get a belly full of beer
My old man's drunker than a bar full of winos
And his old lady, she don't care
My sister lookin' cute in her braces and boots
A handful of grease in her hair
Don't give us none of your aggravation
We've had it with your discipline
Saturday night's alright for fighting
Get a little action in
Get about as oiled as a diesel train
Gonna set this town alight
'Cause Saturday night's the night I like
Saturday night's alright, alright, alright
Packed pretty tight in here tonight
I'm looking for a woman to see me right
I could use a little muscle to get what I need
I'll drink a fifth of Jack and scream out ""She's with me""
A couple of sounds that I really like
Are the sounds of a switchblade and a motorbike
I'm a juvenile product of the working class
Whose best friend floats from the bottom of a glass
Don't give us none of your aggravation
We've had it with your discipline
Saturday night's alright for fighting
Get a little action in
Get about as oiled as a diesel train
Gonna set this town alight
'Cause Saturday night's the night I like
Saturday night's alright, alright, alright
Don't give us none of your aggravation
We've had it with your discipline
Saturday night's alright for fighting
Get a little action in
Get about as oiled as a diesel train
Gonna set this town alight
'Cause Saturday night's the night I like
Saturday night's alright, alright, alright
Saturday, Saturday, Saturday
Saturday, Saturday, Saturday
Saturday, Saturday, Saturday night's all right
Saturday, Saturday, Saturday
Saturday, Saturday, Saturday
Saturday, Saturday, Saturday night's all right
Saturday, Saturday, Saturday
Saturday, Saturday, Saturday
Saturday, Saturday, Saturday night's all right"
Horizon,"I wish that when you walked in, I could hide it
I wish that when we touched, there wasn't lightnin'
You say you wish our hearts had better timin'
But somethin' always keeps us from collidin'
'Cause one of us is always holdin' somebody else
While one of us is hoping that nobody could tell
And the both of us are gettin' good at foolin' ourselves
Waitin' on the other one to figure it out
So how long (How long) before (Before) the stars will all align?
Or am I (Am I) just chasing (Chasing) your love
Like it's just over the next horizon?
(Just over the next—)
I know you like the way you keep me captive
So what's it gonna take to make this happen? (To make this happen)
I lost my chance when you met him
I went through Hell and back again
But thank God there's no way to kick this habit
'Cause one of us is always holdin' somebody else
While one of us is hoping that nobody could tell
And the both of us are gettin' good at foolin' ourselves
Waitin' on the other one to figure it out
So how long (How long) before (Before) the stars will all align?
Or am I (Am I) just chasing (Chasing) your love
Like it's just over the next horizon?
Like it's just over the next horizon
Just over the next horizon
Can we close the distance between
Where we are and where we could be?
Never really as far as it seems
When it seems just like
One of us is always holdin' somebody else
While one of us is hopin' that nobody could tell
And the both of us are gettin' good at foolin' ourselves
Waitin' on the other one to figure it out
So how long (How long) before (Before) the stars will all align?
Or am I (Am I) just chasing (Chasing) your love
Like it's just over the next horizon?
Like it's just over the next horizon
Just over the next horizon"
For the River,"Stuck in a cage, luck of the draw
Hours to wait, gotta get out
Lord, I gotta fight one
Get me a key, pick me a lock
Gotta be free, ready or not
Gotta run, gotta run
Gotta run, gotta run
Gotta run, gotta run
Nowhere to hide 'cause someone's always gonna find you
Trying to breathe with everybody right behind you
Scattering leaves to try and cover up the footprints
Water ahead 'cause I can hear it in the distance
I'm running for the river
'Cause the river's running high and there ain't no goin' back
They'll never catch me
I'm running for the river
You can ride, you can fly, you can tell 'em that you tried
But there ain't no going back
They'll never catch me
Tell 'em that you tried, but you're never gonna catch me
Let out the hounds, stand off the guards
Never be found, better than bars
""Damn it, he's a fast one""
Out of the tree's, into the swamp
Gotta be free, so don't ever stop
Gotta run, gotta run
Gotta run, gotta run
""God damn it, he's a fast one""
Nowhere to hide 'cause someone's always gonna find you
Trying to breathe with everybody right behind you
Scattering leaves to try and cover up the footprints
Water ahead 'cause I can hear it in the distance
I'm running for the river
'Cause the river's running high and there ain't no goin' back
They'll never catch me
I'm running for the river
You can ride, you can fly, you can tell 'em that you tried
But there ain't no going back
They'll never catch me
Tell 'em that you tried, but you're never gonna catch me
Water ahead, 'cause I can hear it in the distance
(Gotta run, gotta run)
Water ahead, 'cause I can hear it in the distance
Water ahead, 'cause I can hear it in the distance
(Gotta run, gotta run)
I'm running for the river
'Cause the river's running high and there ain't no goin' back
They'll never catch me
I'm running for the river
You can ride, you can fly, you can tell 'em that you tried
But there ain't no going back
They'll never catch me
They'll never catch me
Never gonna catch me
Never gonna catch me
They'll never catch me"
Kiss It Goodbye,"Kiss it goodbye, goodbye
Kiss it goodbye, goodbye
Hollywood is plastic
But easy on the eyes
Big Apple is fantastic
But cuts you down to size
They'll treat you like a doormat
Expecting you to fail
Says right across your forehead
Integrity for sale
You'll be on TV
When it starts to snow in hell
(Teach you that you better flaunt it
Make you wish you never got it)
You won't believe me
So go and see it for yourself
That brunettes move to New York
Blondes love California
East coast digs the cocaine
West coast marijuana
Don't be surprised
When you swallow more than pride
It's tough to see through bullshit when it's up above your eyes
(Kiss it goodbye)
Stealing comes with practice
Lying comes with ease
But neither one is faster
Than falling to your knees
Money leads to fame
And fame is the disease
The latest epidemic
Reality TV
You'll be on TV
When it starts to snow in hell
(Teach you that you better flaunt it
Make you wish you never got it)
You won't believe me
So go and see it for yourself
That brunettes move to New York
Blondes love California
East coast digs the cocaine
West coast marijuana
Don't be surprised
When you swallow more than pride
It's tough to see through bullshit
When it's up above your eyes
They won't let you get out alive
Your ass, grab it, and kiss it goodbye
They won't let you get out alive
Your ass, grab it, and kiss it goodbye
And kiss it goodbye
(Teach you that you better flaunt it
Make you wish you never got it)
So let's move to New York
Or out to California
East coast digs the cocaine
West coast marijuana
Don't be surprised
When you swallow more than pride
It's tough to see through bullshit
When it's up above your eyes
They won't let you get out alive
Your ass, grab it, and kiss it goodbye
They won't let you get out alive
Your ass, grab it, and kiss it goodbye"
Steel Still Rusts,"Best of days livin' a simple life
There's nowhere to go when there's only one stoplight
His grandmother told him ""Don't you dare sign up
They'll ship you away to places we ain't heard of
Get a degree, and maybe be a doctor
Just ask your daddy, it won't matter once they got ya""
Lifetimes you could spend to find out what she meant
Her final dyin' breath, this is what she said
""Long gone is the praise for those who fought for us
Ashes to ashes, turns out steel still rusts
Stone carved in your name, no one can really trust
Shoulder another soldier they stole from us
Don't ever bend, don't ever crawl
Supposed to stand and never fall
Long gone is the praise for those who fought for us
Ashes to ashes, turns out steel still rusts""
Ashes to ashes and dust to dust
Steel still rusts
Ashes to ashes and dust to dust
A third of his life off in a foreign land
Thanks for your service, sincerely, Uncle Sam
Lost the best of friends he'd ever known
And no line of welcome signs once he got back home
He got a job, a doorman at a dive bar
Became a bodyguard, protecting famous rockstars
Lost count of the times he's been around the world
Promised grandmama he'd never lose these words
Long gone is the praise for those who fought for us
Ashes to ashes, turns out steel still rusts
Stone carved in your name, no one can really trust
Shoulder another soldier they stole from us
Don't ever bend, don't ever crawl
Supposed to stand and never fall
Long gone is the praise for those who fought for us
Ashes to ashes, turns out steel still rusts
Ashes to ashes and dust to dust
Steel still rusts
Ashes to ashes and dust to dust
And dust to dust
Forever feel the wounds that never heal
When fallen friends are now a line of crosses in a field
Long gone is the praise for those who fought for us
Ashes to ashes, turns out steel still rusts (Steel still rusts)
Stone carved in your name, no one can really trust
Shoulder another soldier they stole from us
Don't ever bend, don't ever crawl
Supposed to stand and never fall (And never fall)
Long gone is the praise for those who fought for us
Ashes to ashes, turns out steel still rusts
Ashes to ashes and dust to dust
Steel still rusts (Steel still rusts)
Ashes to ashes and dust to dust
Steel still rusts"
Believe It or Not,"Believe it or not, everyone has things that they hide
Believe it or not, everyone keeps most things inside
Believe it or not, everyone, believe in something above
Believe it or not, everyone, needs to feel loved
Feel loved
But we don't, and we won't until we figure out
Could someone deliver us and send us some kind of sign?
So close to giving up
'Cause faith is so hard to find
But you don't, and you won't, until we figure out
I've seen it a lot
Every time to the world turns upside down
Believe it or not
Most of us feel like we're losing ground
Believe it or not, everyone, hate admitting fear
Believe it or not, most of us wanna know why we're here
Why we're here, but we don't, and we won't until we figure out
Could someone deliver us and send us some kind of sign?
So close to giving up
'Cause faith is so hard to find
Someone deliver us, just send us some kind of sign
So close to giving up
'Cause faith is so hard to find
But you don't, and you won't, until we figure out
Most of us have nothing to complain about
Most of us have things we could live without
Everyone need advice on how to get along
Get along; we don't, until we figure out
Believe it or not everyone (Everyone, everyone)
Believe it or not, everyone has things that they hide
Believe it or not, everyone keeps most things inside
Believe it or not, everyone, believe in something above
Believe it or not, everyone, needs to feel loved
Feel loved, but we don't, and we won't
Until we figure out
Could someone deliver us and send us some kind of sign?
So close to giving up
'Cause faith is so hard to find
Someone deliver us and send us some kind of sign
So close to giving up
'Cause faith is so hard to find
But you don't, and you won't, until we figure out
You don't, and you won't, until we figure out"
Bottoms Up,"Hey
Who's coming with me, to kick a hole in the sky?
I love the whiskey, let's drink that shit till it's dry
So grab a Jim Beam, JD, whatever you need
Have a shot from the bottle, doesn't matter to me
Another round, fill her up, hammer down, grab a cup, bottoms up
This is what it's all about, no one can slow us down
We ain't gonna stop until the clock runs out (Bottoms up)
Hell can't handle all of us, so get your bottles up
Drinking every drop until it all runs out
Another round, fill her up, hammer down, grab a cup, bottoms up
Ooh, bottoms up
So grab your best friends and make your way to the bar
But keep your distance, we're gonna light it on fire
We're drinking black tooth, 80 proof, straight gasoline
Slam as much as you can take and hand the bottle to me
Another round, fill her up, hammer down, grab a cup, bottoms up
This is what it's all about, no one can slow us down
We ain't gonna stop until the clock runs out (Bottoms up)
Hell can't handle all of us, so get your bottles up
Drinking every drop until it all runs out
Another round, fill her up, hammer down, grab a cup, bottoms up
Ooh, bottoms up
This is what it's all about, no one can slow us down
We ain't gonna stop until they throw us all out
Hell can't handle all of us, so get your bottles up
Drinking every drop until it all runs out
This is what it's all about, no one can slow us down
We ain't gonna stop until the clock runs out (Bottoms up)
Hell can't handle all of us, so get your bottles up
Drinking every drop until it all runs out
Another round, fill her up, hammer down, grab a cup, bottoms up
Another round, fill her up, hammer down, grab a cup, bottoms up
Hey, bottoms up"
This Means War,"Climb into the ring for a battle that you can't win
Swing as hard as you can swing, it will still mean nothing
Should’ve seen it coming, it had to happen sometime
But you went and brought a knife to an all out gun fight
And the only thing to save is the banner that you wave
To be wrapped around your grave
You’ve gone too far
Who do you think you are?
Is this what you came for?
Well, this means war
Say anything you want, but talk will get you nowhere
The only thing you've brought was psychological warfare
Well, there’s no getting out
And now you gotta wonder
Who will dig you out when you’re six feet under?
And the only thing to save is the banner that you wave
To be wrapped around your grave
You’ve gone too far
Who do you think you are?
Is this what you came for?
Well, this means war
And the only thing to save is the banner that you wave
To be wrapped around your grave
You’ve gone too far
Who do you think you are?
Is this what you came for?
Well, this means war
Well, this means war"
The Betrayal (Act I),
Gotta Get Me Some,"I went out on the town with a friend last weekend
His ex-girlfriend's friend was there alone
She bought a couple rounds and I got the feeling
She could really handle alcohol
Another one down and headed off the deep end
The more we drank, the less that we had on
And it turns out she's got everything I want, all rolled into one
She smokes a little home grown, drinks a little Cuervo
Still a little down home, there was never a doubt
She's got a fast car, hotter than a dance bar
Looking like a rock star, she'll be the talk of the town
You know, she's got everything I want, but all rolled into one
Gotta get me some
God almighty, look at that body
Flickers like a sticker on a new Ferrari
She's a scene from a Baywatch rerun
Hotter than a barrel on a squeezed machine gun
Well, she can get lower than a Maserati
Never seen somebody move that way
Everywhere she goes there's an instant party
Everybody wants to know her name
And it turns out she's got everything I want, all rolled into one
She smokes a little home grown, drinks a little Cuervo
Still a little down home, there was never a doubt
She's got a fast car, hotter than a dance bar
Looking like a rock star, and she likes to go out and
Get her hands on
Anything to stand on
Anything to dance on
And she'd be swinging around
Under the hot lights, underneath the spotlight
Even going all night
She'll be the talk of the town, you know
She's got everything I want, but all rolled into one
Gotta get me some
God almighty, look at that body
Flickers like a sticker on a new Ferrari
She's a scene from a Baywatch rerun
Hotter than a barrel on a squeezed machine gun
She smokes a little home grown, drinks a little Cuervo
Still a little down home, there was never a doubt
She's got a fast car, hotter than a dance bar
Looking like a rock star, and she likes to go out and
Get her hands on
Anything to stand on
Anything to dance on
And she'd be swinging around
Under the hot lights, underneath the spotlight
Even going all night
She'll be the talk of the town, you know
She's got everything I want, but all rolled into one
Gotta get me some
I gotta get me some
Gotta get me some"
Standing in the Dark,"The needle on my compass must be busted or bent 'cause I can't walk straight
And I'm feelin' kinda beaten like the rusted out hinges on the backyard gate
Well, everybody lies too much
Hoping they can find true love
'Cause hell is what we all go through
To try and find an angel like you
Woah-oh
Well, thank God you found me (Found me)
Because I'm broken and handing you my heart
When the night is surrounding
Need your light around me
Or else I'm just standing in the dark
When the night is surrounding
Need your light around me
Or еlse I'm just standing in the dark
(Or elsе I'm just standing in the dark)
My soul's got holes like a shotgun pattern on a highway sign
And the lady on the radio can stick this damn rain where the sun don't shine
Well, everybody lies too much
Hoping they can find true love
'Cause hell is what we all go through
To try and find an angel like you
Woah-oh
Well, thank God you found me (Found me)
Because I'm broken and handing you my heart
When the night is surrounding
Need your light around me
Or else I'm just standing in the dark
Well, thank God you found me (Found me)
Because I'm broken and handing you my heart
When the night is surrounding
Need your light around me
Or else I'm just standing in the dark
Or else I'm just standing in the dark
Or else I'm just standing in the dark
You turn to me as if to say
Your turn to breathe as the shadows drift away
You can't explain, you just let go
Of all the pain that the world will never know
You turn to me as if to say
Your turn to breathe as the shadows drift away
You can't explain, you just let go
Of all the pain that the world will never know
Well, thank God you found me (Found me)
Because I'm broken and handing you my heart
When the night is surrounding
Need your light around me
Or else I'm just standing in the dark
Well, thank God you found me (Found me)
Because I'm broken and handing you my heart
When the night is surrounding
Need your light around me
Or else I'm just standing in the dark
You turn to me as if to say (Your turn to breathe)
Or else I'm just standing in the dark
You can't explain, you just let go (Just let it go)
Or else I'm just standing in the dark"
Dirty Laundry,"Kick 'em when they're up
Kick 'em when they're down
Kick 'em when they're up
Kick 'em when they're down
Kick 'em when they're up
Kick 'em when they're down
Kick 'em when they're up
Kick 'em all around
I make my living off the evening news
Just give me something, something I can use
People love it when you lose
They love dirty laundry
Well, I could've been an actor, but I wound up here
I just have to look good; I don't have to be clear
Come and whisper in my ear
Give us dirty laundry
Kick 'em when they're up
Kick 'em when they're down
Kick 'em when they're up
Kick 'em all around
We got the bubble-headed bleached-blonde
Comes on at five
She can tell you 'bout the plane crash
With a gleam in her eye
It's interesting when people die
Give us dirty laundry
Can we film the operation?
Is the head dead yet?
And all the boys in the newsroom
Got a running bet
Get the window on the set
We need dirty laundry
Kick 'em when they're up
Kick 'em when they're down
Kick 'em when they're up
Kick 'em when they're down
Kick 'em when they're up
Kick 'em when they're down
Kick 'em when they're up
Kick 'em all around
Dirty little secrets
Dirty little lies
We got our dirty little fingers in everybody's pies
We love to cut you down to size
We love dirty laundry
We can do the innuendo
We can dance and sing
When it's said and done, we haven't told you a thing
We all know that crap is king
Give us dirty laundry
Kick 'em when they're up
Kick 'em when they're down
Kick 'em when they're up
Kick 'em when they're down
Kick 'em when they're up
Kick 'em when they're down
Kick 'em when they're up
Kick 'em all around"
Does Heaven Even Know You’re Missing?,"The day I finally felt alive
Was the day that you fell in my life
Love was always lost on me
'Til you showed up and set me free
I've never been this way before
Now I know what I waited for
You traded an eternity
To come and hide away with me
Oh, does Heaven even know you're missing
And did you come here straight from above?
Did you choose to fall from grace
And lose your wings to fall in love?
Does Heaven even know you're with me
And are we livin' on borrowed time?
You've been lookin' for a soul to save
It's not a problem, you can borrow mine
I knew it from the day we met
That I could throw away regret
It doesn't matter what we do
As long as I can be with you
So come and run away with me
You're gonna love it, wait and see
Forever we can live like that
'Cause I'm never gonna give you back
Oh, does Heaven even know you're missing
And did you come here straight from above?
Did you choose to fall from grace
And lose your wings to fall in love?
Does Heaven even know you're with me
And are we livin' on borrowed time?
You've been lookin' for a soul to save
It's not a problem, you can borrow mine
Does Heaven even know you're missing?
Does Heaven even know? (Does Heaven even know?)
Just say you'll stay and never go
And never leave me here alone
Forever seems too long a road
Don't they know? Don't they know?
Does Heaven even know you're missing
And did you come here straight from above?
Did you choose to fall from grace
And lose your wings to fall in love?
Does Heaven even know you're with me
And are we livin' on borrowed time?
You've been lookin' for a soul to save
It's not a problem, you can borrow mine
Does Heaven even know you're missing?
Does Heaven even know? (Does Heaven even know?)
Just say you'll stay and never go (You'll never go, you'll never go)
Does Heaven even know you're missing? (You'll never leave me here alone)
Does heaven even know?"
